"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"19192",-0.5,"Native 1",45,"disamb","tt","disamb tt",1,0,891,891,0.5,-0.5
"19193",-0.5,"Native 1",29,"disamb","tt","disamb tt",1,0,392,392,0.5,-0.5
"19196",-0.5,"Native 1",34,"disamb","tt","disamb tt",2,0,689,689,-0.5,-0.5
"19199",-0.5,"Native 1",36,"disamb","tt","disamb tt",4,0,570,570,-0.5,0.5
"19201",-0.5,"Native 1",25,"disamb","tt","disamb tt",1,0,448,448,0.5,-0.5
"19203",-0.5,"Native 1",42,"disamb","tt","disamb tt",2,0,181,181,-0.5,-0.5
"19207",-0.5,"Native 1",41,"disamb","tt","disamb tt",1,0,526,526,0.5,-0.5
"19209",-0.5,"Native 1",46,"disamb","tt","disamb tt",2,0,388,388,-0.5,-0.5
"19211",-0.5,"Native 1",47,"disamb","tt","disamb tt",3,0,1189,1189,0.5,0.5
"19213",-0.5,"Native 1",39,"disamb","tt","disamb tt",3,0,1138,1138,0.5,0.5
"19214",-0.5,"Native 1",35,"disamb","tt","disamb tt",3,0,992,992,0.5,0.5
"19216",-0.5,"Native 1",48,"disamb","tt","disamb tt",4,0,583,583,-0.5,0.5
"19217",-0.5,"Native 1",27,"disamb","tt","disamb tt",3,0,872,872,0.5,0.5
"19219",-0.5,"Native 1",31,"disamb","tt","disamb tt",3,0,780,780,0.5,0.5
"19222",-0.5,"Native 1",40,"disamb","tt","disamb tt",4,0,276,276,-0.5,0.5
"19223",-0.5,"Native 1",38,"disamb","tt","disamb tt",2,0,617,617,-0.5,-0.5
"19224",-0.5,"Native 1",30,"disamb","tt","disamb tt",2,0,763,763,-0.5,-0.5
"19226",-0.5,"Native 1",32,"disamb","tt","disamb tt",4,0,515,515,-0.5,0.5
"19230",-0.5,"Native 1",44,"disamb","tt","disamb tt",4,0,446,446,-0.5,0.5
"19231",-0.5,"Native 1",37,"disamb","tt","disamb tt",1,0,890,890,0.5,-0.5
"19232",-0.5,"Native 1",28,"disamb","tt","disamb tt",4,0,551,551,-0.5,0.5
"19235",-0.5,"Native 1",26,"disamb","tt","disamb tt",2,0,881,881,-0.5,-0.5
"19236",-0.5,"Native 1",33,"disamb","tt","disamb tt",1,0,704,704,0.5,-0.5
"19238",-0.5,"Native 1",43,"disamb","tt","disamb tt",3,0,943,943,0.5,0.5
"19239",-0.5,"Native 2",45,"disamb","tt","disamb tt",2,0,1343,1343,-0.5,-0.5
"19240",-0.5,"Native 2",39,"disamb","tt","disamb tt",4,0,848,848,-0.5,0.5
"19241",-0.5,"Native 2",48,"disamb","tt","disamb tt",1,0,1705,1705,0.5,-0.5
"19247",-0.5,"Native 2",32,"disamb","tt","disamb tt",1,0,946,946,0.5,-0.5
"19248",-0.5,"Native 2",26,"disamb","tt","disamb tt",3,0,1152,1152,0.5,0.5
"19249",-0.5,"Native 2",42,"disamb","tt","disamb tt",3,0,2068,2068,0.5,0.5
"19252",-0.5,"Native 2",37,"disamb","tt","disamb tt",2,0,413,413,-0.5,-0.5
"19253",-0.5,"Native 2",31,"disamb","tt","disamb tt",4,0,522,522,-0.5,0.5
"19256",-0.5,"Native 2",25,"disamb","tt","disamb tt",2,0,890,890,-0.5,-0.5
"19257",-0.5,"Native 2",38,"disamb","tt","disamb tt",3,0,924,924,0.5,0.5
"19258",-0.5,"Native 2",35,"disamb","tt","disamb tt",4,0,2036,2036,-0.5,0.5
"19259",-0.5,"Native 2",41,"disamb","tt","disamb tt",2,0,296,296,-0.5,-0.5
"19261",-0.5,"Native 2",34,"disamb","tt","disamb tt",3,0,670,670,0.5,0.5
"19262",-0.5,"Native 2",43,"disamb","tt","disamb tt",4,0,1116,1116,-0.5,0.5
"19264",-0.5,"Native 2",33,"disamb","tt","disamb tt",2,0,334,334,-0.5,-0.5
"19265",-0.5,"Native 2",40,"disamb","tt","disamb tt",1,0,250,250,0.5,-0.5
"19268",-0.5,"Native 2",30,"disamb","tt","disamb tt",3,0,415,415,0.5,0.5
"19269",-0.5,"Native 2",27,"disamb","tt","disamb tt",4,0,624,624,-0.5,0.5
"19272",-0.5,"Native 2",36,"disamb","tt","disamb tt",1,0,937,937,0.5,-0.5
"19273",-0.5,"Native 2",28,"disamb","tt","disamb tt",1,0,1417,1417,0.5,-0.5
"19277",-0.5,"Native 2",44,"disamb","tt","disamb tt",1,0,684,684,0.5,-0.5
"19278",-0.5,"Native 2",29,"disamb","tt","disamb tt",2,0,710,710,-0.5,-0.5
"19282",-0.5,"Native 2",47,"disamb","tt","disamb tt",4,0,258,258,-0.5,0.5
"19284",-0.5,"Native 2",46,"disamb","tt","disamb tt",3,0,850,850,0.5,0.5
"19287",-0.5,"Native 3",46,"disamb","tt","disamb tt",4,0,608,608,-0.5,0.5
"19288",-0.5,"Native 3",43,"disamb","tt","disamb tt",1,0,904,904,0.5,-0.5
"19290",-0.5,"Native 3",39,"disamb","tt","disamb tt",1,0,511,511,0.5,-0.5
"19291",-0.5,"Native 3",33,"disamb","tt","disamb tt",3,0,1890,1890,0.5,0.5
"19293",-0.5,"Native 3",31,"disamb","tt","disamb tt",1,0,547,547,0.5,-0.5
"19294",-0.5,"Native 3",29,"disamb","tt","disamb tt",3,0,1137,1137,0.5,0.5
"19295",-0.5,"Native 3",44,"disamb","tt","disamb tt",2,0,420,420,-0.5,-0.5
"19300",-0.5,"Native 3",27,"disamb","tt","disamb tt",1,0,315,315,0.5,-0.5
"19303",-0.5,"Native 3",45,"disamb","tt","disamb tt",3,0,874,874,0.5,0.5
"19304",-0.5,"Native 3",37,"disamb","tt","disamb tt",3,0,1166,1166,0.5,0.5
"19305",-0.5,"Native 3",36,"disamb","tt","disamb tt",2,0,396,396,-0.5,-0.5
"19306",-0.5,"Native 3",32,"disamb","tt","disamb tt",2,0,1145,1145,-0.5,-0.5
"19307",-0.5,"Native 3",25,"disamb","tt","disamb tt",3,0,544,544,0.5,0.5
"19308",-0.5,"Native 3",26,"disamb","tt","disamb tt",4,0,1045,1045,-0.5,0.5
"19309",-0.5,"Native 3",30,"disamb","tt","disamb tt",4,0,427,427,-0.5,0.5
"19310",-0.5,"Native 3",28,"disamb","tt","disamb tt",2,0,1033,1033,-0.5,-0.5
"19314",-0.5,"Native 3",47,"disamb","tt","disamb tt",1,0,552,552,0.5,-0.5
"19320",-0.5,"Native 3",48,"disamb","tt","disamb tt",2,0,256,256,-0.5,-0.5
"19322",-0.5,"Native 3",34,"disamb","tt","disamb tt",4,0,444,444,-0.5,0.5
"19323",-0.5,"Native 3",38,"disamb","tt","disamb tt",4,0,325,325,-0.5,0.5
"19324",-0.5,"Native 3",42,"disamb","tt","disamb tt",4,0,250,250,-0.5,0.5
"19325",-0.5,"Native 3",35,"disamb","tt","disamb tt",1,0,430,430,0.5,-0.5
"19329",-0.5,"Native 3",40,"disamb","tt","disamb tt",2,0,260,260,-0.5,-0.5
"19332",-0.5,"Native 3",41,"disamb","tt","disamb tt",3,1,0,NA,0.5,0.5
"19337",-0.5,"Native 4",39,"disamb","tt","disamb tt",2,0,1240,1240,-0.5,-0.5
"19338",-0.5,"Native 4",27,"disamb","tt","disamb tt",2,0,442,442,-0.5,-0.5
"19341",-0.5,"Native 4",40,"disamb","tt","disamb tt",3,0,1364,1364,0.5,0.5
"19342",-0.5,"Native 4",38,"disamb","tt","disamb tt",1,0,872,872,0.5,-0.5
"19344",-0.5,"Native 4",37,"disamb","tt","disamb tt",4,0,1222,1222,-0.5,0.5
"19347",-0.5,"Native 4",26,"disamb","tt","disamb tt",1,0,504,504,0.5,-0.5
"19350",-0.5,"Native 4",33,"disamb","tt","disamb tt",4,0,573,573,-0.5,0.5
"19351",-0.5,"Native 4",47,"disamb","tt","disamb tt",2,0,943,943,-0.5,-0.5
"19354",-0.5,"Native 4",45,"disamb","tt","disamb tt",4,0,482,482,-0.5,0.5
"19355",-0.5,"Native 4",36,"disamb","tt","disamb tt",3,0,1327,1327,0.5,0.5
"19356",-0.5,"Native 4",46,"disamb","tt","disamb tt",1,0,326,326,0.5,-0.5
"19359",-0.5,"Native 4",35,"disamb","tt","disamb tt",2,0,871,871,-0.5,-0.5
"19360",-0.5,"Native 4",48,"disamb","tt","disamb tt",3,0,396,396,0.5,0.5
"19361",-0.5,"Native 4",41,"disamb","tt","disamb tt",4,0,542,542,-0.5,0.5
"19362",-0.5,"Native 4",30,"disamb","tt","disamb tt",1,0,1565,1565,0.5,-0.5
"19363",-0.5,"Native 4",42,"disamb","tt","disamb tt",1,0,938,938,0.5,-0.5
"19364",-0.5,"Native 4",44,"disamb","tt","disamb tt",3,0,424,424,0.5,0.5
"19365",-0.5,"Native 4",43,"disamb","tt","disamb tt",2,0,1221,1221,-0.5,-0.5
"19366",-0.5,"Native 4",31,"disamb","tt","disamb tt",2,0,937,937,-0.5,-0.5
"19369",-0.5,"Native 4",32,"disamb","tt","disamb tt",3,0,748,748,0.5,0.5
"19372",-0.5,"Native 4",25,"disamb","tt","disamb tt",4,0,1649,1649,-0.5,0.5
"19373",-0.5,"Native 4",34,"disamb","tt","disamb tt",1,0,941,941,0.5,-0.5
"19380",-0.5,"Native 4",28,"disamb","tt","disamb tt",3,0,685,685,0.5,0.5
"19382",-0.5,"Native 4",29,"disamb","tt","disamb tt",4,0,603,603,-0.5,0.5
"19387",-0.5,"Native 5",46,"disamb","tt","disamb tt",2,0,399,399,-0.5,-0.5
"19388",-0.5,"Native 5",32,"disamb","tt","disamb tt",4,0,875,875,-0.5,0.5
"19389",-0.5,"Native 5",45,"disamb","tt","disamb tt",1,0,1001,1001,0.5,-0.5
"19390",-0.5,"Native 5",33,"disamb","tt","disamb tt",1,0,815,815,0.5,-0.5
"19393",-0.5,"Native 5",26,"disamb","tt","disamb tt",2,0,551,551,-0.5,-0.5
"19395",-0.5,"Native 5",47,"disamb","tt","disamb tt",3,0,394,394,0.5,0.5
"19397",-0.5,"Native 5",39,"disamb","tt","disamb tt",3,0,244,244,0.5,0.5
"19398",-0.5,"Native 5",44,"disamb","tt","disamb tt",4,0,162,162,-0.5,0.5
"19399",-0.5,"Native 5",28,"disamb","tt","disamb tt",4,0,341,341,-0.5,0.5
"19400",-0.5,"Native 5",48,"disamb","tt","disamb tt",4,0,280,280,-0.5,0.5
"19401",-0.5,"Native 5",29,"disamb","tt","disamb tt",1,0,667,667,0.5,-0.5
"19402",-0.5,"Native 5",35,"disamb","tt","disamb tt",3,0,987,987,0.5,0.5
"19404",-0.5,"Native 5",25,"disamb","tt","disamb tt",1,0,377,377,0.5,-0.5
"19405",-0.5,"Native 5",31,"disamb","tt","disamb tt",3,0,483,483,0.5,0.5
"19406",-0.5,"Native 5",42,"disamb","tt","disamb tt",2,1,0,NA,-0.5,-0.5
"19407",-0.5,"Native 5",43,"disamb","tt","disamb tt",3,0,708,708,0.5,0.5
"19412",-0.5,"Native 5",37,"disamb","tt","disamb tt",1,0,376,376,0.5,-0.5
"19414",-0.5,"Native 5",27,"disamb","tt","disamb tt",3,0,822,822,0.5,0.5
"19415",-0.5,"Native 5",36,"disamb","tt","disamb tt",4,0,260,260,-0.5,0.5
"19417",-0.5,"Native 5",40,"disamb","tt","disamb tt",4,1,0,NA,-0.5,0.5
"19418",-0.5,"Native 5",41,"disamb","tt","disamb tt",1,0,164,164,0.5,-0.5
"19419",-0.5,"Native 5",34,"disamb","tt","disamb tt",2,0,695,695,-0.5,-0.5
"19422",-0.5,"Native 5",38,"disamb","tt","disamb tt",2,0,418,418,-0.5,-0.5
"19430",-0.5,"Native 5",30,"disamb","tt","disamb tt",2,0,186,186,-0.5,-0.5
"19432",-0.5,"Native 6",40,"disamb","tt","disamb tt",1,0,1210,1210,0.5,-0.5
"19433",-0.5,"Native 6",45,"disamb","tt","disamb tt",2,0,722,722,-0.5,-0.5
"19436",-0.5,"Native 6",35,"disamb","tt","disamb tt",4,0,264,264,-0.5,0.5
"19438",-0.5,"Native 6",36,"disamb","tt","disamb tt",1,0,363,363,0.5,-0.5
"19439",-0.5,"Native 6",39,"disamb","tt","disamb tt",4,0,601,601,-0.5,0.5
"19440",-0.5,"Native 6",25,"disamb","tt","disamb tt",2,0,611,611,-0.5,-0.5
"19441",-0.5,"Native 6",46,"disamb","tt","disamb tt",3,0,717,717,0.5,0.5
"19442",-0.5,"Native 6",26,"disamb","tt","disamb tt",3,0,702,702,0.5,0.5
"19443",-0.5,"Native 6",34,"disamb","tt","disamb tt",3,0,608,608,0.5,0.5
"19444",-0.5,"Native 6",41,"disamb","tt","disamb tt",2,0,176,176,-0.5,-0.5
"19446",-0.5,"Native 6",30,"disamb","tt","disamb tt",3,0,659,659,0.5,0.5
"19451",-0.5,"Native 6",33,"disamb","tt","disamb tt",2,0,1166,1166,-0.5,-0.5
"19452",-0.5,"Native 6",42,"disamb","tt","disamb tt",3,0,463,463,0.5,0.5
"19454",-0.5,"Native 6",29,"disamb","tt","disamb tt",2,0,884,884,-0.5,-0.5
"19456",-0.5,"Native 6",47,"disamb","tt","disamb tt",4,0,240,240,-0.5,0.5
"19460",-0.5,"Native 6",27,"disamb","tt","disamb tt",4,0,180,180,-0.5,0.5
"19461",-0.5,"Native 6",28,"disamb","tt","disamb tt",1,0,1635,1635,0.5,-0.5
"19462",-0.5,"Native 6",48,"disamb","tt","disamb tt",1,0,803,803,0.5,-0.5
"19466",-0.5,"Native 6",37,"disamb","tt","disamb tt",2,0,645,645,-0.5,-0.5
"19470",-0.5,"Native 6",38,"disamb","tt","disamb tt",3,0,661,661,0.5,0.5
"19471",-0.5,"Native 6",44,"disamb","tt","disamb tt",1,0,567,567,0.5,-0.5
"19472",-0.5,"Native 6",31,"disamb","tt","disamb tt",4,0,463,463,-0.5,0.5
"19475",-0.5,"Native 6",32,"disamb","tt","disamb tt",1,0,1476,1476,0.5,-0.5
"19477",-0.5,"Native 6",43,"disamb","tt","disamb tt",4,0,180,180,-0.5,0.5
"19479",-0.5,"Native 7",42,"disamb","tt","disamb tt",4,0,345,345,-0.5,0.5
"19480",-0.5,"Native 7",40,"disamb","tt","disamb tt",2,0,554,554,-0.5,-0.5
"19481",-0.5,"Native 7",27,"disamb","tt","disamb tt",1,0,831,831,0.5,-0.5
"19484",-0.5,"Native 7",46,"disamb","tt","disamb tt",4,0,209,209,-0.5,0.5
"19488",-0.5,"Native 7",41,"disamb","tt","disamb tt",3,0,104,104,0.5,0.5
"19489",-0.5,"Native 7",48,"disamb","tt","disamb tt",2,0,1326,1326,-0.5,-0.5
"19490",-0.5,"Native 7",26,"disamb","tt","disamb tt",4,0,522,522,-0.5,0.5
"19491",-0.5,"Native 7",38,"disamb","tt","disamb tt",4,0,156,156,-0.5,0.5
"19492",-0.5,"Native 7",37,"disamb","tt","disamb tt",3,0,1133,1133,0.5,0.5
"19494",-0.5,"Native 7",47,"disamb","tt","disamb tt",1,0,93,93,0.5,-0.5
"19497",-0.5,"Native 7",35,"disamb","tt","disamb tt",1,0,486,486,0.5,-0.5
"19498",-0.5,"Native 7",39,"disamb","tt","disamb tt",1,0,743,743,0.5,-0.5
"19503",-0.5,"Native 7",25,"disamb","tt","disamb tt",3,0,898,898,0.5,0.5
"19504",-0.5,"Native 7",34,"disamb","tt","disamb tt",4,0,371,371,-0.5,0.5
"19507",-0.5,"Native 7",33,"disamb","tt","disamb tt",3,0,581,581,0.5,0.5
"19508",-0.5,"Native 7",45,"disamb","tt","disamb tt",3,0,594,594,0.5,0.5
"19510",-0.5,"Native 7",36,"disamb","tt","disamb tt",2,0,480,480,-0.5,-0.5
"19513",-0.5,"Native 7",43,"disamb","tt","disamb tt",1,0,153,153,0.5,-0.5
"19515",-0.5,"Native 7",31,"disamb","tt","disamb tt",1,0,201,201,0.5,-0.5
"19517",-0.5,"Native 7",28,"disamb","tt","disamb tt",2,0,349,349,-0.5,-0.5
"19518",-0.5,"Native 7",29,"disamb","tt","disamb tt",3,0,857,857,0.5,0.5
"19519",-0.5,"Native 7",30,"disamb","tt","disamb tt",4,0,1240,1240,-0.5,0.5
"19521",-0.5,"Native 7",44,"disamb","tt","disamb tt",2,0,174,174,-0.5,-0.5
"19525",-0.5,"Native 7",32,"disamb","tt","disamb tt",2,0,570,570,-0.5,-0.5
"19527",-0.5,"Native 8",43,"disamb","tt","disamb tt",2,0,805,805,-0.5,-0.5
"19528",-0.5,"Native 8",32,"disamb","tt","disamb tt",3,0,169,169,0.5,0.5
"19535",-0.5,"Native 8",28,"disamb","tt","disamb tt",3,0,2251,2251,0.5,0.5
"19536",-0.5,"Native 8",38,"disamb","tt","disamb tt",1,0,1289,1289,0.5,-0.5
"19537",-0.5,"Native 8",47,"disamb","tt","disamb tt",2,0,467,467,-0.5,-0.5
"19538",-0.5,"Native 8",30,"disamb","tt","disamb tt",1,0,1116,1116,0.5,-0.5
"19539",-0.5,"Native 8",31,"disamb","tt","disamb tt",2,0,1374,1374,-0.5,-0.5
"19541",-0.5,"Native 8",41,"disamb","tt","disamb tt",4,0,1131,1131,-0.5,0.5
"19543",-0.5,"Native 8",42,"disamb","tt","disamb tt",1,0,676,676,0.5,-0.5
"19545",-0.5,"Native 8",25,"disamb","tt","disamb tt",4,0,1207,1207,-0.5,0.5
"19546",-0.5,"Native 8",27,"disamb","tt","disamb tt",2,0,1139,1139,-0.5,-0.5
"19547",-0.5,"Native 8",46,"disamb","tt","disamb tt",1,0,796,796,0.5,-0.5
"19552",-0.5,"Native 8",48,"disamb","tt","disamb tt",3,0,468,468,0.5,0.5
"19553",-0.5,"Native 8",39,"disamb","tt","disamb tt",2,0,506,506,-0.5,-0.5
"19555",-0.5,"Native 8",29,"disamb","tt","disamb tt",4,0,1675,1675,-0.5,0.5
